brand,note,name,top,middle,bottom,concentration,first,second,third,fourth,fifth,sex,
Leiichi,aquatic floral,sensual,"Pear, Aldehydic, Ozonic Note","Rose, Lily of the Valley","Marine, Musk",edt,aquatic,aldehydic,floral,xxxx,xxxx,uni,
Leiichi,"amber floral, florienatal",opium,"Pink Pepper, Orange Blossom, Pear","Coffee, Jasmine, Bitter Almond, Licorice","Vanilla, Patchouli, Cedar, Cashmere Wood",edt,coffee,vanilla,floral,amber,almond,uni,
Leiichi,aquatic musk,ruby,Rhubarb,Red Berries,White Musk,edt,aquatic,citrus,fruity,marine,fresh,uni,
Leiichi,woody,french oak,Hazelnut,Cedar,Oak,edt,woody,amber,coffee,xxxx,xxxx,uni,
Marc Jacobs,woody floral musk,marc jacobs men marc jacobs,"Cypress, Cardamom, Ginger, Bergamot, Cumin","Fig Leaf, Water Notes, Cyclamen, Rose","Tonka Bean, Cedar, Oakmoss, Patchouli",edt,woody,green,fresh,aromatic,warm spicy,"m, uni",
Marc Jacobs,floral aquatic,marc jacobs rain splash marc jacobs,"Grass, Clementine, Strawberry, Cypress","Watery Notes, Passion Flower, Sunflower, White Orchid","Musk, Moss, Teak Wood, Amber",edt,aquatic,fresh,sweet,floral,green,uni,
Marc Jacobs,floral fruity,daisy eau so fresh marc jacobs,"Green Notes, Raspberry, Pear, Grapefruit","Violet, Litchi, Apple Blossom, Rose, Jasmine","Musk, Plum, Virginia Cedar",edt,fruity,sweet,green,floral,violet,f,
Marc Jacobs,floral woody musk,daisy marc jacobs,"Violet Leaf, Blood Grapefruit, Strawberry","Violet, Gardenia, Jasmine","Musk, White Woods, Vanilla",edt,ozonic,white floral,powdery,citrus,aquatic,f,
Marc Jacobs,floral woody musk,daisy love marc jacobs,Cloudberry,Daisy,"Cashmere Musk, Driftwood",edt,fruity,musky,aromatic,floral,woody,f,
Marc Jacobs,floral fruity,daisy dream marc jacobs,"Blackberry, Pear, Grapefruit","Wisteria, Litchi, Jasmine","Musk, Coconut, White Wood",edt,fruity,floral,fresh,sweet,tropical,f,
Marc Jacobs,"amber floral, florienatal",perfect intense marc jacobs,"Narcissus, Jasmine",Almond,Sandalwood,edp,almond,fruity,nutty,sweet,white floral,f,
Marc Jacobs,floral fruity,daisy love eau so sweet marc jacobs,"Raspberry, Blackberry, Bergamot","Daisy, Jasmine","Sugar, Musk, White Iris, Woody Notes",edt,sweet,fruity,musky,powdery,vanilla,f,
Marc Jacobs,"amber floral, florienatal",perfect marc jacobs,"Rhubarb, Narcissus",Almond Milk,"Cashmeran, Cedar",edp,fruity,green,almond,aromatic,woody,f,
Marc Jacobs,"amber floral, florienatal",daisy eau so intense marc jacobs,"Strawberry, Pear, Bergamot","Honey, Jasmine, Rose","Vanilla, Musk, Benzoin, Moss",edp,fruity,sweet,honey,vanilla,musky,f,
Marc Jacobs,aromatic spicy,daisy spring marc jacobs,Rose,Rosewood,Cardamom,edt,warm spicy,woody,rose,amber,aromatic,f,
Marc Jacobs,floral fruity,daisy dream daze marc jacobs,Wisteria,Longan Berries,Musk,edt,fresh,floral,fruity,musky,sweet,f,
Marc Jacobs,floral fruity,daisy dream petals marc jacobs,"Blackberry, Pear, Grapefruit","Wisteria, Litchi, Jasmine","Coconut, White Wood, Musk",edt,fruity,floral,fresh,sweet,citrus,f,
Marc Jacobs,floral woody musk,daisy petals marc jacobs,"Violet Leaf, Grapefruit, Strawberry","Violet, Gardenia, Jasmine","White Woods, Musk, Vanilla",edt,ozonic,aquatic,violet,powdery,woody,f,
Marc Jacobs,floral fruity,daisy eau so fresh petals marc jacobs,"Green Notes, Raspberry, Pear, Grapefruit","Violet, Apple Blossom, Litchi, Jasmine, Rose","Musk, Cedar, Plum",edt,fruity,powdery,sweet,green,violet,f,
Marc Jacobs,floral fruity gourmand,daisy love eau so sweet petals marc jacobs,"Bergamot, Raspberry, Blackberry","Daisy, Jasmine","Sugar, Musk, White Iris, Woody Notes",edt,sweet,fruity,iris,powdery,vanilla,f,
Marc Jacobs,floral woody musk,daisy love petals marc jacobs,Cloudberry,Daisy,"Cashmere Musk, Driftwood",edt,musky,woody,floral,powdery,sweet,f,
Maison Martin Margiela,floral,flower market maison martin margiela,"Freesia, Green Leaves","Tuberose, Jasmine Sambac, Jasmine, Rose","Peach, Oakmoss, Cedar",edt,white floral,floral,tuberose,rose,green,f,
Maison Martin Margiela,floral fruity,springtime in a park maison martin margiela,xxxx,"pear, Lily of the valley, Musk",xxxx,edt,white floral,fresh,fruity,musky,sweet,f,
Maison Martin Margiela,citrus aromatic,under the lemon tree maison martin margiela,"Lime, Petitgrain, Cardamom","Green Tea, Mate, Coriander","White musk, Cedar, Rose",edt,citrus,green,aromatic,woody,fresh spicy,uni,
Maison Martin Margiela,woody chypre,music festival maison martin margiela,"Cannabis, Apple, Violet Leaf","Patchouli, Incense, Tobacco","Leather, Cypress, Cedar",edt,woody,smoky,aromatic,cannabis,patchouli,uni,
Maison Martin Margiela,aromatic,at the barber's maison martin margiela,"Basil, Bitter Orange, Black Pepper","Lavender, Rosemary, Geranium","White Musk, Moss, Leather, Tonka Bean",edt,fresh spicy,aromatic,lavender,musky,herbal,m,
Maison Martin Margiela,woody spicy,across sands maison martin margiela,xxxx,"Dates, Agarwood(oud), Spices",xxxx,edp,sweet,oud,fruity,warm spicy,xxxx,uni,
Maison Martin Margiela,amber vanilla,coffee break maison martin margiela,"Pepper, Orange Blossom, Patchouli","Lavender, Coffee, Milk, Tonka Bean, Benzoin, Cypriol Oil","Vanilla, Cedar, Vetiver",edt,lavender,coffee,lactonic,warm spicy,aromatic,uni,
Maison Martin Margiela,floral aldehyde,dancing on the moon maison martin margiela,Aldehydes,"Frangipani, Jasmine, Iris","Cashmeran, Ambergris, Musk",edp,musky,floral,powdery,amber,woody,"f, uni",
Maison Martin Margiela,floral woody musk,wicked love maison martin margiela,"Green Pepper, Basil, Water Hyacinth","Rose, Jasmine","White Musk, Vetiver, Cedar",edp,green,aromatic,rose,fresh spicy,floral,"f, uni",
Maison Martin Margiela,woody,by the fireplace maison martin margiela,"Cloves, Pink Pepper, Orange Blossom","Chestnut, Guaiac Wood, Juniper","Vanilla, Peru Balsam, Cashmeran",edt,woody,vanilla,balsamic,warm spicy,amber,uni,
Maison Martin Margiela,aromatic aquatic,sailing day maison martin margiela,"Sea Notes, Aldehydes, Red Pepper, Coriander","Juniper, Amyl Salicylate, Iris, Rose","Seaweed, Cedar, Ambergris, Amberwood",edt,marine,aromatic,aldehydic,aquatic,woody,"m, uni",
Maison Martin Margiela,leather,jazz club maison martin margiela,"Pink Pepper, Neroli, Lemon","Rum, Vetiver, Clary Sage","Tobacco, Vanilla, Styrax",edt,tobacco,rum,sweet,vanilla,woody,"m, uni",
Maison Martin Margiela,aromatic green,matcha meditation maison martin margiela,"Green Tea, Bergamot, Mandarin Orange","Jasmine, Mate, Orange Blossom","White Chocolate, Moss, Cedar",edt,white floral,sweet,green,citrus,fresh,"f, uni",
Maison Martin Margiela,"amber floral, florienatal",mutiny maison martin margiela,"Orange, Mandarin Orange","Tuberose, Pear, Peach, Orange Blossom, Apple, Pink Pepper, Saffron","Vanilla, Leather, Patchouli, Agarwood",edp,fruity,white floral,sweet,citrus,tuberose,f,
Maison Martin Margiela,citrus aromatic,flying maison martin margiela,"Orange Blossom, Bergamot, Petitgrain","Neroli, Almond Blossom, Ylang Ylang","Ozonic notes, Musk, Moss",edp,citrus,white floral,floral,fresh spicy,ozonic,uni,
Maison Martin Margiela,chypre,soul of the forest maison martin margiela,"Black Currant, Pimento, Moss","Balsam Fir, Labdanum, Maple sap","Cedar, Incense, Patchouli",edp,woody,amber,warm spicy,aromatic,fresh spicy,"m, uni",
Maison Martin Margiela,floral fruity gourmand,beach walk maison martin margiela,"Lemon, Bergamot, Pink Pepper","Coconut Milk, Ylang Ylang, Heliotrope","Musk, Benzoin, Cedar",edt,sweet,coconut,yellow floral,powdery,musky,"f, uni",
Maison Martin Margiela,floral woody musk,bubble bathe maison martin margiela,"Soap, Bergamot","Lavender, Rose, Jasmine","Coconut, White Musk, Patchouli",edt,soapy,coconut,musky,sweet,powdery,"f, uni",
Maison Martin Margiela,amber woody,whispers in the library maison martin margiela,xxxx,"Vanilla, Woody Notes, Pepper, Cedar",xxxx,edt,woody,vanilla,fresh spicy,powdery,xxxx,uni,
Maison Martin Margiela,floral woody musk,lazy Sunday morning maison martin margiela,"Aldehydes, Lily of the Valley, Pear","Rose, Iris, Orange Blossom","White Musk, Ambrette, Patchouli",edt,musky,rose,fresh,white floral,powdery,"f, uni",
Maison Martin Margiela,woody spicy,autumn vibes maison martin margiela,"Cardamom, Pink Pepper","Nutmeg, Maple, Carrot Seeds","Cedar, Moss",edt,woody,powdery,fresh spicy,mossy,warm spicy,"m, uni",
Moschino,floral,cheap & chic moschino,"Yuzu, Bergamot, Petitgrain, Rosewood","Cyclamen, Rose, Waterlily, Peony, Violet, Jasmine","Musk, Iris, Ambergris, Vetiver, Orchid, Sandalwood, Tonka Bean, Vanilla",edt,floral,citrus,powdery,woody,musky,f,
Moschino,floral fruity,cheap & chic chic petals moschino,"Pomegranate, Strawberry, Ginger","Water Lily, Orchid, Gardenia","Musk, Hinoki Wood, Iris",edt,woody,fruity,sweet,floral,fresh spicy,f,
Moschino,floral woody musk,cheap & chic i love love moschino,"Grapefruit, Orange, Lemon, Red Currant","Sugar, Bulrush, Lily of the Valley, Tea Rose, Cinnamon","Musk, Cedar, Woody Notes",edt,citrus,sweet,aromatic,xxxx,xxxx,f,
Moschino,woody floral musk,uomo? moschino,"Kumquat, Aldehyde, Coriander, Rosewood","Cyclamen, Cinnamon, Clary Sage, Labdanum","Musk, Ambergris, Cedar, Wormwood",edt,aromatic,musky,citrus,fresh,woody,"m, uni",
Moschino,aromatic fougere,moschino forever moschino,"Kumquat, Star Anise, Bergamot","Pepper, Clary Sage, Tonka Bean","Sandalwood, Vetiver, Musk",edt,citrus,aromatic,soft spicy,fresh spicy,anis,m,
Moschino,floral fruity,pink bouquet moschino,"Raspberry, Pineapple, Bergamot","Peony, Lily Of the Valley, Violet, Jasmine","Peach, Gingerbread, Musk, Oakmoss",edt,fruity,sweet,fresh,floral,cinnamon,f,
Moschino,floral fruity,so real cheap & chic moschino,"Bitter Orange, Tangerine, Sorbet, Raspberry, Black Currant","Pink Peony, Magnolia, Jasmine","Ambroxan, Musk, Cedar, Oakmoss",edt,citrus,fruity,floral,sweet,fresh,f,
Moschino,floral,stars moschino,"Citron, Peony, Rose","Lily of the Valley, Jasmine, Orange Blossom","Driftwood, Vetiver, Ambroxan, Amber",edp,white floral,fresh,citrus,floral,rose,f,
Moschino,floral fruity,toy2 bubble gum moschino,"Candied Fruits, Bitter Orange, Lemon","Bubble Gum, Rose, Blueberry, Peach, Cinnamon, Peach Blossom, Ginger","Musk, Ambroxan, Cedar",edt,fruity,sweet,rose,tropical,xxxx,f,
Moschino,floral woody musk,toy2 moschino,"Apple, Mandarin Orange, Magnolia","White Currant, Peony, Jasmine","Musk, Amberwood, Sandalwood",edp,fruity,floral,fresh,sweet,citrus,"f, uni",
Moschino,woody spicy,toy boy moschino,"Pink Pepper, Pear, Nutmeg, Elemi, Bergamot","Rose, Magnolia, Clove, Flax","cashmeran, Vetiver, Sylkolide, Sandalwood, Amber",edp,rose,floral,musky,woody,soft spicy,"m, uni",
Moschino,floral fruity,fresh couture moschino,"Bergamot, Mandarin Orange, Ylang Ylang","Peony, Raspberry, Osmanthus","Ambroxan, Woody Notes, Patchouli",edt,citrus,floral,fruity,fresh,sweet,"f, uni",
Moschino,floral fruity,moschino funny! moschino,"Bitter Orange, Red Currant, Pink Pepper","Green Tea, Peony, Jasmine, Violet","Cedar, Musk, Oakmoss, Amber",edt,citrus,fresh,green,soft spicy,fruity,f,
Moschino,floral fruity,pink fresh couture moschino,"Grapefruit, Black Currant, Lily of the Valley","Rose, Pomegranate, Hyacinth","Musk, Cedar, Ambroxan",edt,woody,fruity,rose,citrus,fresh spicy,f,
Montblanc,woody spicy,starwalker montblanc,"Bamboo, Bergamot, Mandarin Orange","Sandalwood, White Musk, Cedar","Ginger, Fir Resin, Nutmeg, Amber",edt,woody,citrus,fresh spicy,powdery,warm spicy,m,
Montblanc,floral woody musk,legend pour femme montblanc,"Neroli, Bitter Orange, Pear","Orange Blossom, Jasmine, Lily of the Valley","Vanilla, Woody Notes, Musk",edp,white floral,citrus,fresh,sweet,vanilla,f,
Montblanc,floral woody musk,legend pour femme special edition montblanc,"Bitter Orange, Peony, Litchi","Orange Blossom, Jasmine","Woody Notes, Musk",edt,citrus,white floral,fresh,floral,woody,f,
Montblanc,aromatic fougere,legend montblanc,"Lavender, Pineapple, Bergamot, Lemon Verbena","Red Apple, Dried Fruits, Oakmoss, Geranium, Coumarin, Rose","Tonka Bean, Sandalwood",edt,fruity,sweet,aromatic,lavender,fresh spicy,m,
Montblanc,"amber floral, florienatal",femme individuelle montblanc,"Pink Pepper, Red Currant, Bay Leaf","Rose, Lotus","Patchouli, Vanilla, Amber, Musk",edt,soft spicy,fruity,sweet,rose,patchouli,f,
Montblanc,amber woody,individuel montblanc,"Lavender, Cinnamon, Pineapple, Juniper Berries, Mint, Bergamot, Rosemry, Cardamom, Coriander","Orange Blossom, Violet, Geranium, Jasmine","Raspberry, Vanilla, Sandalwood, Dark Chocolate, Musk, Amber, Vetiver, Patchouli, Oakmoss",edt,sweet,fruity,aromatic,warm spicy,woody,"m, uni",
Montblanc,chypre fruity,lady emblem montblanc,"Sake, Pink Pepper, Grapefruit","Jasmine, Pomegranate","Musk, Sandalwood, Amber",edp,fruity,sweet,rose,woody,musky,f,
Montblanc,chypre floral,lady emblem elixir,"Litchi, Pepper, Mandarin Orange","Rose, Iris, Orange Blossom, Jasmine","Vanilla, Patchouli, Sandalwood",edp,rose,woody,citrus,warm spicy,fruity,f,
Montblanc,woody aromatic,legend spirit montblanc,"Grapefruit, Bergamot, Pink Pepper","Water Notes, Lavender, Cardamom","White Musk, White Wood, Cashmere Wood, Oakmoss",edt,citrus,aquatic,musky,aromatic,fresh spicy,m,
Montblanc,"amber floral, florienatal",signature montblanc,Clementine,"Ylang Ylang, Magnolia, Peony","Vanilla, White Musk, Benzoin",edp,vanilla,musky,floral,sweet,citrus,f,
Montblanc,aromatic spicy,emblem montblanc,"Clary Sage, Grapefruit, Cardamom","Violet Leaf, Cinnamon","Tonka Bean, Woody Notes",edt,warm spicy,aromatic,ozonic,cinnamon,aquatic,m,
Montblanc,woody aromatic,explorer montblanc,"Bergamot, Pink Pepper, Clary Sage","Vetiver, Leather","Ambroxan, Akigalawood, Patchouli, Cacao pod",edp,woody,citrus,amber,aromatic,musky,m,
Montblanc,citrus aromatic,explorer ultra blue montblanc,"Bergamot, Pink Pepper, Exotic Fruits","Sea Notes, Ambergris","Woody Notes, Patchouli, Leather",edp,marine,aromatic,citrus,woody,fruity,m,
Montblanc,amber vanilla,presence d'une femme montblanc,"Pepper, Mandarin Orange","Orchid, Cyclamen","Rosewood, Sandalwood, Patchouli, Mahogany, Vanilla",edt,woody,warm spicy,balsamic,fresh spicy,powdery,"f, uni",
Montblanc,amber spicy,presence montblanc,"Cinnamon, Cardamom, Ginger, Bergamot","Apple, Heliotrope, Sage","Tonka Bean, Sandalwood, Amber, White Musk, Teak Wood",edt,warm spicy,cinnamon,aromatic,woody,powdery,"m, uni",
Montblanc,Leather,legend edp montblanc,"Violet Leaf, Bergamot","Woody Notes, Jasmine, Magnolia","Oakmoss, Leather",edp,woody,citrus,mossy,ozonic,leather,m,
Miu Miu,floral,miu miu miu miu,"Lily of the Valley, Bergamot, Lemon","Green Notes, Rose, Jasmine, Black Currant, Peach","Akigalawood, White Musk",edp,white floral,green,fresh,rose,woody,f,
Miu Miu,floral,miu miu L'eau Rosee miu miu,"Cassis, Bergamot, Lemon, Lime","Lily of the Valley, Peony, Rose, Peach, Pear","White Musk, Sandalwood, Vanilla",edt,fresh,citrus,floral,rose,white floral,f,
Miu Miu,floral,miu miu L'eau Bleue miu miu,Lily of the Valley,"Green Notes, Dew, White Flowers, Rose, Jamine, Hedione","Akigalawood, White Musk",edp,white floral,green,fresh,aquatic,floral,f,
Miu Miu,"amber floral, florienatal",miu miu fleur D'argent miu miu,xxxx,"Musk, Tuberose, Akigalawood",xxxx,edp,musky,tuberose,white floral,oud,woody,f,
Miu Miu,floral woody musk,miu miu twist,"Apple Blossom, Bergamot, Red Berries","Violet, Musk","Cedar, Amber, Tonka Bean",edp,floral,woody,citrus,amber,powdery,f,
Miu Miu,floral fruity,miu miu twist edt,"Mandarin Orange, Apple Blossom",Amber,"Cedar, Tonka Bean",edt,citrus,amber,woody,floral,fruity,f,
Miu Miu,floral fruity,daring darling miu miu,Black Currant,"Rose, Lavender",Musk,edt,fruity,lavender,musky,rose,floral,f,
Miu Miu,floral fruity,serial player miu miu,Litchi,Orange Blossom,Vanilla,edt,vanilla,white floral,fruity,tropical,citrus,"f, uni",
Miu Miu,floral fruity gourmand,eyes on me miu miu,"Raspberry, Macarons","Rose, Caramel",Benzoin,edt,rose,amber,sweet,caramel,fruity,f,
Miu Miu,floral,head in the cloud miu miu,Rhubarb,Peony,"White Amber, Musk",edt,green,fruity,aromatic,sweet,sour,"f, uni",
Bananal,citrus woody,bananal la nuit,"Lemon, Mandarin","White Flower, Jasmine","Musk, Cedar",parfum,citrus,white floral,musky,woody,xxxx,m,
Bananal,cotton musk,bananal le jour,"Soapy, Pink Pepper","Violet, Neroli","Musk, Sandalwood",parfum,soapy,aldehydic,musky,woody,warm spicy,m,
Byredo,floral,de los santos byredo,"Sage, Mirabelle","Orris Root, Citrus Incanus","Musk, Olibanum, Ambroxan",edp,musky,amber,aromatic,powdery,iris,uni,
Byredo,floral,la tulipe byredo,"Freesia, Cyclamen, Rhubarb",Pink Tulip,"Green Notes, Vetiver, Woody Notes",edp,floral,green,soft spicy,xxxx,xxxx,f,
Byredo,floral aldehyde,blanche byredo,"Aldehydes, Rose, Pink Pepper","Peony, Violet, Orange Flower","Musk, Woody Notes, Sandalwood",edp,fresh,aldehydic,floral,musky,powdery,"f, uni",
Byredo,floral woody musk,bibliotheque byredo,"Plum, Peach","Violet, Peony","Leather, Vanilla, Patchouli, Musk",edp,fruity,leather,powdery,sweet,violet,"f, uni",
Byredo,woody floral musk,super cedar byredo,Rose,Cedar,"Vetiver, Musk",edp,woody,aromatic,powdery,earthy,rose,"m, uni",
Byredo,amber woody,bal d'afrique byredo,"Tagetes, Lemon, Black Currant, Bergamot, Orange Flower","Violet, Cyclamen, Jasmine","Vetiver, Amber, Musk, Cedar",edp,aromatic,citrus,woody,floral,fresh spicy,"f, uni",
Byredo,woody aromatic,gypsy water byredo,"Juniper, Lemon, Bergamot, Pepper","Pinee Needles, Incense, Orris Root","Sandalwood, Vanilla, Amber",edp,woody,aromatic,fresh spicy,citrus,powdery,uni,
Byredo,woody spicy,mumbai noise byredo,Davana,"Coffee, Tonka Bean","Agarwood(oud), Sandalwood, Labdanum",edp,oud,aromatic,woody,amber,warm spicy,"m, uni",
Byredo,woody aromatic,mixed emotions byredo,"Black Currant, Mate","Tea, Violet Leaf","Birch, Papyrus",edp,fruity,woody,green,aromatic,leather,uni,
Byredo,floral,flowerhead byredo,"Angelica, Cranberry, Lemon","Jasmine, Tuberose, Green Notes, Rose Petals","Ambergris, Suede",edp,white floral,green,tuberose,amber,musky,f,
Byredo,amber spicy,accord oud byredo,"Blackberry, Rum, Saffron","Agarwood(oud), Leather, Clary Sage","Patchouli, Musk",edp,leather,fruity,oud,warm spicy,rum,"m, uni",
Byredo,amber woody,1996 byredo,Juniper Berries,"Iris, Violet","Amber, Patchouli. Leather",edp,woody,amber,patchouli,powdery,aromatic,uni,
Byredo,citrus,sundazed byredo,"Mandarin Orange, Lemon","Neroli, Jasmine","Cotton Candy, White Musk",edp,citrus,sweet,white floral,caramel,fresh,"f, uni",
Byredo,amber woody,velvet haze byredo,"Coconut, Hibiscus, Bergamot","Patchouli, Tuberose, Osmanthus","Patchouli, Musk, Cacao Pod, Ambrette(Musk Mallow), Cashmeran",edp,musky,patchouli,woody,warm spicy,floral,"f, uni",
Byredo,amber spicy,black saffron byredo,"Saffron, Juniper Berries, Grapefruit","Leather, Black Violet","Raspberry, Cashmeran, Vetiver",edp,leather,fruity,woody,aromatic,warm spicy,uni,
Byredo,floral woody musk,young rose byredo,"Ambrette, Pepper","Rose, Iris","Ambroxan, Musk",edp,musky,rose,amber,floral,powdery,f,
Byredo,"amber floral, florienatal",lil fleur byredo,"Cassis, Saffron, Tangerine","Rose, Leather","Woody Notes, Ambergris, Vanilla",edp,rose,leather,animalic,fruity,warm spicy,f,
Byredo,woody chypre,oud immortel byredo,"Limoncello, Incense, Cardamom","Agarwood(oud), Patchouli, Papyrus, Rosewood","Oak Moss, Tobacco",edp,woody,oud,warm spicy,citrus,balsamic,"m, uni",
Byredo,"amber floral, florienatal",mojave ghost byredo,"Sapodilla, Ambrette","Magnolia, Violet, Sandalwood","Ambergris, Cedar",edp,floral,woody,powdery,violet,fruity,"f, uni",
Byredo,amber woody,tobacco mandarin byredo,"Cumin, Mandarin Orange, Coriander","Tobacco, Leather, Labdanum","Olibanum, Sandalwood, Agarwood(oud)",edp,amber,fresh spicy,tobacco,woody,citrus,"m, uni",
Byredo,amber woody,slow dance byredo,"Opoponax, Cognac","Labdanum, Violet, Geranium","Vanilla, Patchouli, Incense",parfum,amber,woody,balsamic,vanilla,sweet,"f, uni",
Byredo,leather,sellier byredo,"Cashmeran, Black Tea","Leather, Tobacco Leaf","Birch, Oak Moss",parfum,leather,woody,smoky,tobacco,musky,"m, uni",
Byredo,amber spicy,rose of no man's land byredo,"Rose, Pink Pepper","Rose, Raspberry Bloom","Papyrus, Amber",edp,rose,floral,soft spicy,woody,amber,"f, uni",
Byredo,woody aromatic,eleventh hour byredo,"Pepper, Bergamot","Plum, Fig, Rum, Carrot Seeds","Cashmere Wood, Cedar, Tonka Bean, Iso E Super, Olibanum, Labdanum",edp,woody,fruity,fresh spicy,sweet,amber,uni,
Byredo,floral,inflorescence byredo,"Pink Freesia, Rose","Lily of the Valley, Magnolia",Jasmine,edp,white floral,floral,fresh,green,xxxx,f,
